MAP_SYMBOL_delay,CTYREG_EST_delay,STATE_AVG_delay,POPOVER18_delay,HSR_SYMBOL_delay,DELMCC_delay,MCONFINT_delay,FIPS,TRACT_NAME_dru,COUNTY_NAME_dru,POD_DEATH_ADJRATE_dru,POD_DEATH_L95CI_dru,POD_DEATH_U95CI_dru,POD_DEATH_STATEADJRATE_dru,POD_DEATH_STATEL95CI_dru,POD_DEATH_STATEU95CI_dru,POD_DISPLAY_dru,FPHLTH_hea,POPOVER18_hea,MAP_SYMBOL_hea,CTYREG_EST_hea,STATE_AVG_hea,HSR_SYMBOL_hea,MCONFINT_hea,POPOVER18_men,MAP_SYMBOL_men,CTYREG_EST_men,STATE_AVG_men,HSR_SYMBOL_men,MNTLD_men,MCONFINT_men,PHYSH_phy,POPOVER18_phy,MAP_SYMBOL_phy,CTYREG_EST_phy,STATE_AVG_phy,HSR_SYMBOL_phy,MCONFINT_phy,TRACT_NAME_sui,COUNTY_NAME_sui,SUICIDE_ADJRATE_sui,SUICIDE_L95CI_sui,SUICIDE_U95CI_sui,SUICIDE_STATEADJRATE_sui,SUICIDE_SL95CI_sui,SUICIDE_SU95CI_sui,SUICIDE_DISPLAY_sui
Highest Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),956,Highest Quintile,17.3,95% C.I.: 16.4 - 18.2,8101001400,"Census Tract 14, Pueblo County, Colorado",PUEBLO,,,,8.06,7.72,8.4,No Events or Data Suppressed,27.4,956,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Highest Quintile,95% C.I.: 26.2 - 28.5,956,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,15.0,95% C.I.: 14.2 - 15.9,18.6,956,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 17.7 - 19.6,"Census Tract 14, Pueblo County, Colorado",PUEBLO,0.0,0.0,0.0,19.48,18.95,20.01,Lower Than State Average
Middle Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3458,Lowest Quintile,12.6,95% C.I.: 11.9 - 13.4,8101001700,"Census Tract 17, Pueblo County, Colorado",PUEBLO,16.5471,3.9831,37.696,8.06,7.72,8.4,Not Different Than State Average,24.4,3458,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 23.4 - 25.4,3458,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,13.2,95% C.I.: 12.5 - 14,17.9,3458,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 17 - 18.8,"Census Tract 17, Pueblo County, Colorado",PUEBLO,25.302,8.7503,50.43600000000001,19.48,18.95,20.01,Not Different Than State Average
Fourth Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1591,Middle Quintile,14.8,95% C.I.: 14 - 15.6,8101000905,"Census Tract 9.05, Pueblo County, Colorado",PUEBLO,,,,8.06,7.72,8.4,No Events or Data Suppressed,22.3,1591,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 21.4 - 23.2,1591,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,13.8,95% C.I.: 13.1 - 14.7,15.2,1591,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 14.5 - 16.1,"Census Tract 9.05, Pueblo County, Colorado",PUEBLO,,,,19.48,18.95,20.01,No Events or Data Suppressed
Middle Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1843,Second Quintile,13.2,95% C.I.: 12.5 - 13.9,8101003104,"Census Tract 31.04, Pueblo County, Colorado",PUEBLO,,,,8.06,7.72,8.4,No Events or Data Suppressed,23.2,1843,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Second Quintile,95% C.I.: 22.3 - 24.2,1843,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,13.6,95% C.I.: 12.9 - 14.3,16.5,1843,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 15.7 - 17.3,"Census Tract 31.04, Pueblo County, Colorado",PUEBLO,,,,19.48,18.95,20.01,No Events or Data Suppressed
Highest Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2618,Fourth Quintile,15.6,95% C.I.: 14.7 - 16.7,8101002300,"Census Tract 23, Pueblo County, Colorado",PUEBLO,40.0617,15.7747,75.46,8.06,7.72,8.4,Higher Than State Average,25.1,2618,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 24 - 26.3,2618,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,15.5,95% C.I.: 14.6 - 16.6,17.8,2618,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 16.9 - 18.9,"Census Tract 23, Pueblo County, Colorado",PUEBLO,13.969000000000001,1.9033,37.152,19.48,18.95,20.01,Not Different Than State Average
Highest Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1051,Fourth Quintile,16.0,95% C.I.: 15.1 - 17,8101002200,"Census Tract 22, Pueblo County, Colorado",PUEBLO,69.328,22.2123,142.53,8.06,7.72,8.4,Higher Than State Average,25.1,1051,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 24 - 26.3,1051,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,14.2,95% C.I.: 13.4 - 15.2,19.2,1051,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 18.2 - 20.2,"Census Tract 22, Pueblo County, Colorado",PUEBLO,0.0,0.0,0.0,19.48,18.95,20.01,Lower Than State Average
Highest Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1282,Highest Quintile,18.4,95% C.I.: 17.3 - 19.5,8101002100,"Census Tract 21, Pueblo County, Colorado",PUEBLO,31.8391,5.0874,81.524,8.06,7.72,8.4,Not Different Than State Average,30.4,1282,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Highest Quintile,95% C.I.: 29.1 - 31.7,1282,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,16.1,95% C.I.: 15.2 - 17.2,19.9,1282,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 18.8 - 21,"Census Tract 21, Pueblo County, Colorado",PUEBLO,28.545,3.8245,76.20100000000001,19.48,18.95,20.01,Not Different Than State Average
Fourth Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3020,Middle Quintile,14.6,95% C.I.: 13.8 - 15.4,8101002802,"Census Tract 28.02, Pueblo County, Colorado",PUEBLO,,,,8.06,7.72,8.4,No Events or Data Suppressed,24.8,3020,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 23.8 - 25.9,3020,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,14.4,95% C.I.: 13.6 - 15.3,18.7,3020,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 17.8 - 19.7,"Census Tract 28.02, Pueblo County, Colorado",PUEBLO,64.57600000000001,32.1615,108.165,19.48,18.95,20.01,Higher Than State Average
Highest Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1487,Highest Quintile,18.3,95% C.I.: 17.3 - 19.3,8101000200,"Census Tract 2, Pueblo County, Colorado",PUEBLO,,,,8.06,7.72,8.4,No Events or Data Suppressed,27.4,1487,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Highest Quintile,95% C.I.: 26.3 - 28.7,1487,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,15.6,95% C.I.: 14.7 - 16.6,19.0,1487,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 18 - 20,"Census Tract 2, Pueblo County, Colorado",PUEBLO,,,,19.48,18.95,20.01,No Events or Data Suppressed
Fourth Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3245,Second Quintile,13.6,95% C.I.: 13 - 14.3,8101002906,"Census Tract 29.06, Pueblo County, Colorado",PUEBLO,,,,8.06,7.72,8.4,No Events or Data Suppressed,21.9,3245,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 21.1 - 22.8,3245,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,13.8,95% C.I.: 13.1 - 14.5,17.3,3245,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 16.5 - 18.1,"Census Tract 29.06, Pueblo County, Colorado",PUEBLO,40.87,18.3712,72.24,19.48,18.95,20.01,Not Different Than State Average
Fourth Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4057,Middle Quintile,15.0,95% C.I.: 14.2 - 15.8,8101002700,"Census Tract 27, Pueblo County, Colorado",PUEBLO,20.0828,6.5275,41.059,8.06,7.72,8.4,Not Different Than State Average,25.3,4057,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 24.3 - 26.5,4057,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,15.1,95% C.I.: 14.2 - 16,18.2,4057,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 17.3 - 19.2,"Census Tract 27, Pueblo County, Colorado",PUEBLO,40.656,19.8017,68.928,19.48,18.95,20.01,Not Different Than State Average
Middle Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1490,Lowest Quintile,12.8,95% C.I.: 12.1 - 13.5,8101001600,"Census Tract 16, Pueblo County, Colorado",PUEBLO,,,,8.06,7.72,8.4,No Events or Data Suppressed,24.0,1490,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 23 - 25,1490,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,13.9,95% C.I.: 13.1 - 14.6,17.9,1490,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 17.1 - 18.8,"Census Tract 16, Pueblo County, Colorado",PUEBLO,,,,19.48,18.95,20.01,No Events or Data Suppressed
Highest Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4857,Fourth Quintile,15.8,95% C.I.: 15 - 16.8,8101002903,"Census Tract 29.03, Pueblo County, Colorado",PUEBLO,,,,8.06,7.72,8.4,No Events or Data Suppressed,24.5,4857,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 23.5 - 25.6,4857,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,14.7,95% C.I.: 13.9 - 15.7,18.0,4857,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 17.1 - 19,"Census Tract 29.03, Pueblo County, Colorado",PUEBLO,34.785,17.4435,58.05,19.48,18.95,20.01,Not Different Than State Average
Fourth Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1836,Second Quintile,14.3,95% C.I.: 13.6 - 15.1,8101000500,"Census Tract 5, Pueblo County, Colorado",PUEBLO,51.7727,16.2842,107.21700000000001,8.06,7.72,8.4,Higher Than State Average,24.1,1836,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 23.2 - 25.1,1836,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,14.0,95% C.I.: 13.3 - 14.8,18.9,1836,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 18.1 - 19.8,"Census Tract 5, Pueblo County, Colorado",PUEBLO,64.40100000000001,23.6705,125.08200000000001,19.48,18.95,20.01,Higher Than State Average
Highest Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2328,Fourth Quintile,16.4,95% C.I.: 15.5 - 17.3,8101000800,"Census Tract 8, Pueblo County, Colorado",PUEBLO,53.365,23.3278,95.647,8.06,7.72,8.4,Higher Than State Average,25.8,2328,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 24.7 - 26.9,2328,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,15.6,95% C.I.: 14.7 - 16.6,18.9,2328,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Fourth Quintile,95% C.I.: 17.9 - 20,"Census Tract 8, Pueblo County, Colorado",PUEBLO,23.881,5.8144,54.201,19.48,18.95,20.01,Not Different Than State Average
Highest Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2232,Highest Quintile,18.4,95% C.I.: 17.5 - 19.6,8101002901,"Census Tract 29.01, Pueblo County, Colorado",PUEBLO,32.2128,9.3602,68.748,8.06,7.72,8.4,Higher Than State Average,26.5,2232,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Highest Quintile,95% C.I.: 25.4 - 27.8,2232,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,16.4,95% C.I.: 15.5 - 17.5,18.2,2232,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 17.3 - 19.3,"Census Tract 29.01, Pueblo County, Colorado",PUEBLO,0.0,0.0,0.0,19.48,18.95,20.01,Lower Than State Average
Highest Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2359,Fourth Quintile,15.8,95% C.I.: 15 - 16.8,8101002500,"Census Tract 25, Pueblo County, Colorado",PUEBLO,28.7132,8.009,62.198,8.06,7.72,8.4,Not Different Than State Average,24.4,2359,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Middle Quintile,95% C.I.: 23.4 - 25.6,2359,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,13.7,95% C.I.: 12.9 - 14.6,17.0,2359,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 16.1 - 18,"Census Tract 25, Pueblo County, Colorado",PUEBLO,26.881,7.0557,59.488,19.48,18.95,20.01,Not Different Than State Average
Fourth Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1487,Second Quintile,13.6,95% C.I.: 12.9 - 14.5,8101003103,"Census Tract 31.03, Pueblo County, Colorado",PUEBLO,,,,8.06,7.72,8.4,No Events or Data Suppressed,24.6,1487,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 23.5 - 25.7,1487,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Middle Quintile,14.7,95% C.I.: 13.9 - 15.6,18.0,1487,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 17.1 - 19,"Census Tract 31.03, Pueblo County, Colorado",PUEBLO,,,,19.48,18.95,20.01,No Events or Data Suppressed
Fourth Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),803,Second Quintile,14.3,95% C.I.: 13.7 - 15.1,8101003001,"Census Tract 30.01, Pueblo County, Colorado",PUEBLO,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,21.4,803,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Lowest Quintile,95% C.I.: 20.5 - 22.3,803,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,13.7,95% C.I.: 13 - 14.4,16.5,803,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Lowest Quintile,95% C.I.: 15.7 - 17.3,"Census Tract 30.01, Pueblo County, Colorado",PUEBLO,,,,19.48,18.95,20.01,No Events or Data Suppressed
Highest Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3476,Highest Quintile,19.1,95% C.I.: 18.2 - 20.2,8101001000,"Census Tract 10, Pueblo County, Colorado",PUEBLO,12.464,2.7078,29.325,8.06,7.72,8.4,Not Different Than State Average,27.8,3476,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Highest Quintile,95% C.I.: 26.6 - 29,3476,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,16.7,95% C.I.: 15.8 - 17.7,19.2,3476,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 18.2 - 20.3,"Census Tract 10, Pueblo County, Colorado",PUEBLO,14.369000000000002,3.6318,32.21,19.48,18.95,20.01,Not Different Than State Average
Middle Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),3240,Lowest Quintile,12.3,95% C.I.: 11.6 - 13,8101000904,"Census Tract 9.04, Pueblo County, Colorado",PUEBLO,16.6667,3.5654,39.395,8.06,7.72,8.4,Not Different Than State Average,24.6,3240,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 23.6 - 25.6,3240,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Lowest Quintile,13.4,95% C.I.: 12.7 - 14.2,18.2,3240,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Middle Quintile,95% C.I.: 17.3 - 19.1,"Census Tract 9.04, Pueblo County, Colorado",PUEBLO,47.765,22.252,82.898,19.48,18.95,20.01,Higher Than State Average
Fourth Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),2333,Second Quintile,13.8,95% C.I.: 13.1 - 14.7,8101003004,"Census Tract 30.04, Pueblo County, Colorado",PUEBLO,0.0,0.0,0.0,8.06,7.72,8.4,Lower Than State Average,28.1,2333,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Highest Quintile,95% C.I.: 27.1 - 29,2333,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Second Quintile,13.7,95% C.I.: 12.9 - 14.6,22.9,2333,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 22 - 23.8,"Census Tract 30.04, Pueblo County, Colorado",PUEBLO,,,,19.48,18.95,20.01,No Events or Data Suppressed
Highest Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),1818,Highest Quintile,18.4,95% C.I.: 17.4 - 19.5,8101001100,"Census Tract 11, Pueblo County, Colorado",PUEBLO,24.291999999999998,4.3697,60.32,8.06,7.72,8.4,Not Different Than State Average,30.6,1818,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Highest Quintile,95% C.I.: 29.3 - 32,1818,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Highest Quintile,17.8,95% C.I.: 16.8 - 19,21.0,1818,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Highest Quintile,95% C.I.: 19.9 - 22.1,"Census Tract 11, Pueblo County, Colorado",PUEBLO,30.622,7.2653,70.081,19.48,18.95,20.01,Not Different Than State Average
Highest Quintile,County/Regional Estimate 14.8% (95% C.I.: 12.4 - 17.3),State Estimate 12.9% (95% C.I.: 12.4 - 13.3),4569,Highest Quintile,17.1,95% C.I.: 16.2 - 18.1,8101000902,"Census Tract 9.02, Pueblo County, Colorado",PUEBLO,,,,8.06,7.72,8.4,No Events or Data Suppressed,25.0,4569,Highest Quintile,County/Regional Estimate 24.7% (95% C.I.: 21.8 - 27.5),State Estimate 13.7% (95% C.I.: 13.3 - 14.1),Fourth Quintile,95% C.I.: 23.9 - 26.2,4569,Highest Quintile,County/Regional Estimate 14.2% (95% C.I.: 11.7 - 16.6),State Estimate 9.4% (95% C.I.: 9.1 - 9.8),Fourth Quintile,15.5,95% C.I.: 14.6 - 16.5,17.3,4569,Highest Quintile,County/Regional Estimate 17.3% (95% C.I.: 14.7 - 20),State Estimate 9.3% (95% C.I.: 9.0 - 9.6),Second Quintile,95% C.I.: 16.4 - 18.3,"Census Tract 9.02, Pueblo County, Colorado",PUEBLO,23.384,9.3127,43.818999999999996,19.48,18.95,20.01,Not Different Than State Average
